"Z31.TMC"
Time/sec,Abs
0.0,0.0529
1.0,0.0528
2.0,0.0528
3.0,0.0529
4.0,0.0528
5.0,0.0528
6.0,0.0528
7.0,0.0528
8.0,0.0528
9.0,0.0527
10.0,0.0525
11.0,0.0521
12.0,0.0516
13.0,0.0513
14.0,0.0515
15.0,0.0521
16.0,0.0526
17.0,0.0526
18.0,0.0526
19.0,0.0526
20.0,0.0526
21.0,0.0526
22.0,0.0527
23.0,0.0526
24.0,0.0526
25.0,0.0526
26.0,0.0525
27.0,0.0526
28.0,0.0526
29.0,0.0525
30.0,0.0526
31.0,0.0525
32.0,0.0525
33.0,0.0526
34.0,0.0525
35.0,0.0524
36.0,0.0525
37.0,0.0525
38.0,0.0525
39.0,0.0524
40.0,0.0524
41.0,0.0524
42.0,0.0524
43.0,0.0524
44.0,0.0524
45.0,0.0524
46.0,0.0525
47.0,0.0525
48.0,0.0525
49.0,0.0525
50.0,0.0524
51.0,0.0524
52.0,0.0524
53.0,0.0524
54.0,0.0524
55.0,0.0524
56.0,0.0524
57.0,0.0524
58.0,0.0524
59.0,0.0524
60.0,0.0524
61.0,0.0523
62.0,0.0523
63.0,0.0523
64.0,0.0522
65.0,0.0522
66.0,0.0522
67.0,0.0522
68.0,0.0522
69.0,0.0522
70.0,0.0522
71.0,0.0521
72.0,0.0522
73.0,0.0523
74.0,0.0523
75.0,0.0523
76.0,0.0523
77.0,0.0523
78.0,0.0523
79.0,0.0523
80.0,0.0523
81.0,0.0523
82.0,0.0523
83.0,0.0523
84.0,0.0523
85.0,0.0523
86.0,0.0523
87.0,0.0522
88.0,0.0521
89.0,0.0521
90.0,0.0521
91.0,0.0521
92.0,0.0522
93.0,0.0522
94.0,0.0522
95.0,0.0522
96.0,0.0522
97.0,0.0522
98.0,0.0521
99.0,0.0521
100.0,0.0521
101.0,0.0521
102.0,0.0520
103.0,0.0520
104.0,0.0520
105.0,0.0520
106.0,0.0520
107.0,0.0520
108.0,0.0520
109.0,0.0520
110.0,0.0520
111.0,0.0520
112.0,0.0519
113.0,0.0519
114.0,0.0520
115.0,0.0520
116.0,0.0520
117.0,0.0520
118.0,0.0521
119.0,0.0521
120.0,0.0522
121.0,0.0521
122.0,0.0520
123.0,0.0519
124.0,0.0519
125.0,0.0519
126.0,0.0519
127.0,0.0519
128.0,0.0519
129.0,0.0518
130.0,0.0519
131.0,0.0518
132.0,0.0518
133.0,0.0518
134.0,0.0518
135.0,0.0518
136.0,0.0518
137.0,0.0518
138.0,0.0518
139.0,0.0518
140.0,0.0518
141.0,0.0518
142.0,0.0518
143.0,0.0518
144.0,0.0518
145.0,0.0518
146.0,0.0518
147.0,0.0517
148.0,0.0517
149.0,0.0517
150.0,0.0517
151.0,0.0517
152.0,0.0517
153.0,0.0518
154.0,0.0517
155.0,0.0517
156.0,0.0517
157.0,0.0517
158.0,0.0517
159.0,0.0516
160.0,0.0516
161.0,0.0517
162.0,0.0516
163.0,0.0516
164.0,0.0517
165.0,0.0517
166.0,0.0517
167.0,0.0517
168.0,0.0517
169.0,0.0517
170.0,0.0517
171.0,0.0516
172.0,0.0516
173.0,0.0517
174.0,0.0516
175.0,0.0516
176.0,0.0517
177.0,0.0517
178.0,0.0517
179.0,0.0517
180.0,0.0517
181.0,0.0517
182.0,0.0516
183.0,0.0516
184.0,0.0516
185.0,0.0516
186.0,0.0516
187.0,0.0516
188.0,0.0517
189.0,0.0517
190.0,0.0517
191.0,0.0517
192.0,0.0517
193.0,0.0517
194.0,0.0517
195.0,0.0517
196.0,0.0517
197.0,0.0517
198.0,0.0517
199.0,0.0516
200.0,0.0516
201.0,0.0516
202.0,0.0516
203.0,0.0516
204.0,0.0516
205.0,0.0516
206.0,0.0515
207.0,0.0515
208.0,0.0515
209.0,0.0514
210.0,0.0514
211.0,0.0514
212.0,0.0514
213.0,0.0514
214.0,0.0514
215.0,0.0514
216.0,0.0514
217.0,0.0514
218.0,0.0514
219.0,0.0513
220.0,0.0513
221.0,0.0513
222.0,0.0513
223.0,0.0512
224.0,0.0512
225.0,0.0512
226.0,0.0511
227.0,0.0511
228.0,0.0511
229.0,0.0511
230.0,0.0512
231.0,0.0512
232.0,0.0512
233.0,0.0512
234.0,0.0512
235.0,0.0512
236.0,0.0512
237.0,0.0512
238.0,0.0512
239.0,0.0511
240.0,0.0511
241.0,0.0512
242.0,0.0511
243.0,0.0512
244.0,0.0511
245.0,0.0512
246.0,0.0512
247.0,0.0512
248.0,0.0512
249.0,0.0512
250.0,0.0512
251.0,0.0512
252.0,0.0512
253.0,0.0512
254.0,0.0512
255.0,0.0512
256.0,0.0512
257.0,0.0512
258.0,0.0512
259.0,0.0512
260.0,0.0512
261.0,0.0512
262.0,0.0512
263.0,0.0511
264.0,0.0511
265.0,0.0511
266.0,0.0510
267.0,0.0510
268.0,0.0511
269.0,0.0511
270.0,0.0511
271.0,0.0512
272.0,0.0511
273.0,0.0511
274.0,0.0511
275.0,0.0511
276.0,0.0511
277.0,0.0510
278.0,0.0510
279.0,0.0510
280.0,0.0510
281.0,0.0510
282.0,0.0510
283.0,0.0510
284.0,0.0510
285.0,0.0510
286.0,0.0510
287.0,0.0509
288.0,0.0509
289.0,0.0509
290.0,0.0509
291.0,0.0509
292.0,0.0509
293.0,0.0509
294.0,0.0509
295.0,0.0509
296.0,0.0509
297.0,0.0509
298.0,0.0509
299.0,0.0509
300.0,0.0509
