"Z33.TMC"
Time/sec,Abs
0.0,0.1003
1.0,0.1003
2.0,0.1004
3.0,0.1004
4.0,0.1004
5.0,0.1002
6.0,0.1001
7.0,0.1001
8.0,0.1001
9.0,0.1002
10.0,0.1002
11.0,0.1001
12.0,0.0999
13.0,0.0998
14.0,0.0998
15.0,0.0997
16.0,0.0996
17.0,0.0995
18.0,0.0994
19.0,0.0993
20.0,0.0993
21.0,0.1002
22.0,0.1042
23.0,0.1061
24.0,0.1045
25.0,0.1027
26.0,0.1012
27.0,0.1001
28.0,0.0996
29.0,0.0995
30.0,0.0994
31.0,0.0992
32.0,0.0991
33.0,0.0990
34.0,0.0990
35.0,0.0990
36.0,0.0990
37.0,0.0991
38.0,0.0990
39.0,0.0990
40.0,0.0990
41.0,0.0991
42.0,0.0991
43.0,0.0991
44.0,0.0992
45.0,0.0991
46.0,0.0991
47.0,0.0990
48.0,0.0989
49.0,0.0989
50.0,0.0990
51.0,0.0990
52.0,0.0991
53.0,0.0991
54.0,0.0991
55.0,0.0991
56.0,0.0992
57.0,0.0992
58.0,0.0993
59.0,0.0993
60.0,0.0994
61.0,0.0995
62.0,0.0994
63.0,0.0993
64.0,0.0991
65.0,0.0990
66.0,0.0989
67.0,0.0989
68.0,0.0989
69.0,0.0989
70.0,0.0989
71.0,0.0990
72.0,0.0989
73.0,0.0989
74.0,0.0988
75.0,0.0989
76.0,0.0988
77.0,0.0988
78.0,0.0986
79.0,0.0986
80.0,0.0986
81.0,0.0986
82.0,0.0986
83.0,0.0986
84.0,0.0987
85.0,0.0986
86.0,0.0985
87.0,0.0985
88.0,0.0986
89.0,0.0986
90.0,0.0985
91.0,0.0984
92.0,0.0983
93.0,0.0981
94.0,0.0981
95.0,0.0981
96.0,0.0981
97.0,0.0981
98.0,0.0982
99.0,0.0982
100.0,0.0983
101.0,0.0983
102.0,0.0982
103.0,0.0982
104.0,0.0982
105.0,0.0982
106.0,0.0981
107.0,0.0981
108.0,0.0980
109.0,0.0979
110.0,0.0979
111.0,0.0978
112.0,0.0978
113.0,0.0978
114.0,0.0978
115.0,0.0979
116.0,0.0979
117.0,0.0978
118.0,0.0978
119.0,0.0978
120.0,0.0978
121.0,0.0978
122.0,0.0978
123.0,0.0976
124.0,0.0977
125.0,0.0977
126.0,0.0976
127.0,0.0975
128.0,0.0975
129.0,0.0975
130.0,0.0975
131.0,0.0976
132.0,0.0978
133.0,0.0979
134.0,0.0980
135.0,0.0979
136.0,0.0979
137.0,0.0979
138.0,0.0979
139.0,0.0978
140.0,0.0976
141.0,0.0974
142.0,0.0974
143.0,0.0974
144.0,0.0974
145.0,0.0974
146.0,0.0973
147.0,0.0973
148.0,0.0972
149.0,0.0972
150.0,0.0973
151.0,0.0973
152.0,0.0973
153.0,0.0972
154.0,0.0972
155.0,0.0972
156.0,0.0972
157.0,0.0972
158.0,0.0972
159.0,0.0972
160.0,0.0971
161.0,0.0971
162.0,0.0970
163.0,0.0970
164.0,0.0970
165.0,0.0969
166.0,0.0969
167.0,0.0969
168.0,0.0970
169.0,0.0970
170.0,0.0971
171.0,0.0971
172.0,0.0972
173.0,0.0971
174.0,0.0971
175.0,0.0969
176.0,0.0968
177.0,0.0967
178.0,0.0966
179.0,0.0966
180.0,0.0966
181.0,0.0966
182.0,0.0966
183.0,0.0965
184.0,0.0965
185.0,0.0965
186.0,0.0965
187.0,0.0964
188.0,0.0964
189.0,0.0964
190.0,0.0964
191.0,0.0964
192.0,0.0964
193.0,0.0963
194.0,0.0963
195.0,0.0963
196.0,0.0964
197.0,0.0964
198.0,0.0964
199.0,0.0963
200.0,0.0962
201.0,0.0962
202.0,0.0963
203.0,0.0963
204.0,0.0963
205.0,0.0963
206.0,0.0964
207.0,0.0964
208.0,0.0966
209.0,0.0968
210.0,0.0972
211.0,0.0972
212.0,0.0969
213.0,0.0965
214.0,0.0963
215.0,0.0961
216.0,0.0961
217.0,0.0961
218.0,0.0961
219.0,0.0961
220.0,0.0960
221.0,0.0960
222.0,0.0960
223.0,0.0959
224.0,0.0959
225.0,0.0959
226.0,0.0958
227.0,0.0958
228.0,0.0958
229.0,0.0958
230.0,0.0958
231.0,0.0958
232.0,0.0958
233.0,0.0957
234.0,0.0958
235.0,0.0958
236.0,0.0960
237.0,0.0960
238.0,0.0960
239.0,0.0959
240.0,0.0957
241.0,0.0957
242.0,0.0956
243.0,0.0957
244.0,0.0959
245.0,0.0960
246.0,0.0960
247.0,0.0959
248.0,0.0957
249.0,0.0956
250.0,0.0956
251.0,0.0956
252.0,0.0955
253.0,0.0954
254.0,0.0954
255.0,0.0953
256.0,0.0953
257.0,0.0953
258.0,0.0953
259.0,0.0955
260.0,0.0955
261.0,0.0955
262.0,0.0957
263.0,0.0959
264.0,0.0959
265.0,0.0956
266.0,0.0953
267.0,0.0952
268.0,0.0951
269.0,0.0951
270.0,0.0952
271.0,0.0953
272.0,0.0953
273.0,0.0953
274.0,0.0954
275.0,0.0953
276.0,0.0954
277.0,0.0954
278.0,0.0953
279.0,0.0953
280.0,0.0953
281.0,0.0952
282.0,0.0951
283.0,0.0950
284.0,0.0949
285.0,0.0948
286.0,0.0948
287.0,0.0948
288.0,0.0947
289.0,0.0948
290.0,0.0948
291.0,0.0948
292.0,0.0949
293.0,0.0949
294.0,0.0948
295.0,0.0948
296.0,0.0947
297.0,0.0947
298.0,0.0947
299.0,0.0948
300.0,0.0948
