"Z23.TMC"
Time/sec,Abs
297.0,0.0197
298.0,0.0197
299.0,0.0196
300.0,0.0196
301.0,0.0196
302.0,0.0195
303.0,0.0195
304.0,0.0195
305.0,0.0195
306.0,0.0194
307.0,0.0194
308.0,0.0193
309.0,0.0192
310.0,0.0192
311.0,0.0192
312.0,0.0193
313.0,0.0192
314.0,0.0192
315.0,0.0192
316.0,0.0192
317.0,0.0192
318.0,0.0193
319.0,0.0193
320.0,0.0192
321.0,0.0192
322.0,0.0192
323.0,0.0191
324.0,0.0191
325.0,0.0191
326.0,0.0191
327.0,0.0191
328.0,0.0191
329.0,0.0191
330.0,0.0190
331.0,0.0190
332.0,0.0189
333.0,0.0189
334.0,0.0189
335.0,0.0188
336.0,0.0188
337.0,0.0187
338.0,0.0187
339.0,0.0187
340.0,0.0186
341.0,0.0186
342.0,0.0186
343.0,0.0186
344.0,0.0186
345.0,0.0186
346.0,0.0186
347.0,0.0186
348.0,0.0186
349.0,0.0186
350.0,0.0186
351.0,0.0186
352.0,0.0185
353.0,0.0185
354.0,0.0185
355.0,0.0184
356.0,0.0184
357.0,0.0184
358.0,0.0184
359.0,0.0184
360.0,0.0184
361.0,0.0185
362.0,0.0185
363.0,0.0185
364.0,0.0185
365.0,0.0185
366.0,0.0185
367.0,0.0185
368.0,0.0185
369.0,0.0184
370.0,0.0184
371.0,0.0183
372.0,0.0183
373.0,0.0182
374.0,0.0182
375.0,0.0181
376.0,0.0181
377.0,0.0180
378.0,0.0180
379.0,0.0180
380.0,0.0180
381.0,0.0179
382.0,0.0179
383.0,0.0178
384.0,0.0178
385.0,0.0178
386.0,0.0178
387.0,0.0177
388.0,0.0178
389.0,0.0178
390.0,0.0178
391.0,0.0178
392.0,0.0178
393.0,0.0178
394.0,0.0178
395.0,0.0179
396.0,0.0179
397.0,0.0179
398.0,0.0178
399.0,0.0178
400.0,0.0178
401.0,0.0178
402.0,0.0179
403.0,0.0178
404.0,0.0178
405.0,0.0178
406.0,0.0178
407.0,0.0177
408.0,0.0177
409.0,0.0177
410.0,0.0176
411.0,0.0176
412.0,0.0176
413.0,0.0176
414.0,0.0176
415.0,0.0175
416.0,0.0175
417.0,0.0175
418.0,0.0175
419.0,0.0175
420.0,0.0175
