"Z22.TMC"
Time/sec,Abs
313.0,0.0666
314.0,0.0665
315.0,0.0665
316.0,0.0665
317.0,0.0665
318.0,0.0665
319.0,0.0665
320.0,0.0665
321.0,0.0665
322.0,0.0664
323.0,0.0663
324.0,0.0663
325.0,0.0662
326.0,0.0661
327.0,0.0661
328.0,0.0660
329.0,0.0659
330.0,0.0659
331.0,0.0659
332.0,0.0659
333.0,0.0659
334.0,0.0659
335.0,0.0659
336.0,0.0658
337.0,0.0658
338.0,0.0658
339.0,0.0658
340.0,0.0658
341.0,0.0658
342.0,0.0658
343.0,0.0658
344.0,0.0658
345.0,0.0658
346.0,0.0657
347.0,0.0657
348.0,0.0657
349.0,0.0657
350.0,0.0657
351.0,0.0657
352.0,0.0657
353.0,0.0657
354.0,0.0656
355.0,0.0656
356.0,0.0655
357.0,0.0654
358.0,0.0654
359.0,0.0654
360.0,0.0652
361.0,0.0652
362.0,0.0652
363.0,0.0652
364.0,0.0651
365.0,0.0651
366.0,0.0651
367.0,0.0651
368.0,0.0651
369.0,0.0650
370.0,0.0650
371.0,0.0650
372.0,0.0650
373.0,0.0650
374.0,0.0650
375.0,0.0649
376.0,0.0649
377.0,0.0649
378.0,0.0649
379.0,0.0649
380.0,0.0649
381.0,0.0649
382.0,0.0650
383.0,0.0652
384.0,0.0654
385.0,0.0655
386.0,0.0656
387.0,0.0655
388.0,0.0654
389.0,0.0654
390.0,0.0654
391.0,0.0654
392.0,0.0653
393.0,0.0652
394.0,0.0653
395.0,0.0653
396.0,0.0652
397.0,0.0653
398.0,0.0653
399.0,0.0653
400.0,0.0653
401.0,0.0652
402.0,0.0651
403.0,0.0652
404.0,0.0652
405.0,0.0652
406.0,0.0652
407.0,0.0647
408.0,0.0646
409.0,0.0645
410.0,0.0644
411.0,0.0643
412.0,0.0642
413.0,0.0642
414.0,0.0642
415.0,0.0641
416.0,0.0641
417.0,0.0641
418.0,0.0642
419.0,0.0642
420.0,0.0642
421.0,0.0642
422.0,0.0642
423.0,0.0643
424.0,0.0643
425.0,0.0643
426.0,0.0643
427.0,0.0643
428.0,0.0642
429.0,0.0641
430.0,0.0641
431.0,0.0641
432.0,0.0641
433.0,0.0641
434.0,0.0641
435.0,0.0641
436.0,0.0640
437.0,0.0640
438.0,0.0640
439.0,0.0640
440.0,0.0640
441.0,0.0640
442.0,0.0641
443.0,0.0642
444.0,0.0642
445.0,0.0642
446.0,0.0641
447.0,0.0641
448.0,0.0640
449.0,0.0640
450.0,0.0640
451.0,0.0640
452.0,0.0640
453.0,0.0639
454.0,0.0639
455.0,0.0640
456.0,0.0640
457.0,0.0640
458.0,0.0640
459.0,0.0640
460.0,0.0639
461.0,0.0639
462.0,0.0639
463.0,0.0638
464.0,0.0638
465.0,0.0638
466.0,0.0638
467.0,0.0638
468.0,0.0637
469.0,0.0638
470.0,0.0639
471.0,0.0639
472.0,0.0639
473.0,0.0638
474.0,0.0637
475.0,0.0637
476.0,0.0637
477.0,0.0636
478.0,0.0636
479.0,0.0636
480.0,0.0636
