"Z34.TMC"
Time/sec,Abs
0.0,0.1064
1.0,0.1063
2.0,0.1063
3.0,0.1062
4.0,0.1062
5.0,0.1063
6.0,0.1063
7.0,0.1060
8.0,0.1060
9.0,0.1060
10.0,0.1060
11.0,0.1060
12.0,0.1060
13.0,0.1061
14.0,0.1060
15.0,0.1061
16.0,0.1060
17.0,0.1060
18.0,0.1060
19.0,0.1061
20.0,0.1062
21.0,0.1061
22.0,0.1061
23.0,0.1062
24.0,0.1064
25.0,0.1068
26.0,0.1070
27.0,0.1071
28.0,0.1069
29.0,0.1067
30.0,0.1064
31.0,0.1062
32.0,0.1061
33.0,0.1061
34.0,0.1059
35.0,0.1059
36.0,0.1059
37.0,0.1058
38.0,0.1058
39.0,0.1057
40.0,0.1057
41.0,0.1057
42.0,0.1057
43.0,0.1057
44.0,0.1059
45.0,0.1060
46.0,0.1060
47.0,0.1059
48.0,0.1059
49.0,0.1060
50.0,0.1061
51.0,0.1059
52.0,0.1058
53.0,0.1057
54.0,0.1054
55.0,0.1053
56.0,0.1053
57.0,0.1052
58.0,0.1052
59.0,0.1052
60.0,0.1051
61.0,0.1051
62.0,0.1051
63.0,0.1052
64.0,0.1052
65.0,0.1052
66.0,0.1053
67.0,0.1055
68.0,0.1059
69.0,0.1060
70.0,0.1058
71.0,0.1055
72.0,0.1052
73.0,0.1050
74.0,0.1049
75.0,0.1049
76.0,0.1048
77.0,0.1048
78.0,0.1048
79.0,0.1048
80.0,0.1049
81.0,0.1050
82.0,0.1049
83.0,0.1048
84.0,0.1048
85.0,0.1048
86.0,0.1047
87.0,0.1046
88.0,0.1046
89.0,0.1045
90.0,0.1045
91.0,0.1044
92.0,0.1044
93.0,0.1044
94.0,0.1043
95.0,0.1043
96.0,0.1043
97.0,0.1043
98.0,0.1043
99.0,0.1043
100.0,0.1042
101.0,0.1042
102.0,0.1042
103.0,0.1042
104.0,0.1042
105.0,0.1042
106.0,0.1041
107.0,0.1041
108.0,0.1041
109.0,0.1041
110.0,0.1041
111.0,0.1042
112.0,0.1042
113.0,0.1042
114.0,0.1043
115.0,0.1043
116.0,0.1042
117.0,0.1042
118.0,0.1040
119.0,0.1039
120.0,0.1040
121.0,0.1040
122.0,0.1040
123.0,0.1039
124.0,0.1039
125.0,0.1038
126.0,0.1037
127.0,0.1037
128.0,0.1037
129.0,0.1038
130.0,0.1038
131.0,0.1038
132.0,0.1037
133.0,0.1038
134.0,0.1039
135.0,0.1040
136.0,0.1040
137.0,0.1040
138.0,0.1038
139.0,0.1037
140.0,0.1036
141.0,0.1036
142.0,0.1036
143.0,0.1036
144.0,0.1036
145.0,0.1035
146.0,0.1035
147.0,0.1035
148.0,0.1035
149.0,0.1035
150.0,0.1035
151.0,0.1035
152.0,0.1035
153.0,0.1035
154.0,0.1035
155.0,0.1035
156.0,0.1036
157.0,0.1036
158.0,0.1036
159.0,0.1037
160.0,0.1037
161.0,0.1036
162.0,0.1036
163.0,0.1035
164.0,0.1034
165.0,0.1034
166.0,0.1033
167.0,0.1033
168.0,0.1032
169.0,0.1033
170.0,0.1034
171.0,0.1034
172.0,0.1033
173.0,0.1032
174.0,0.1031
175.0,0.1030
176.0,0.1030
177.0,0.1029
178.0,0.1028
179.0,0.1028
180.0,0.1027
181.0,0.1027
182.0,0.1027
183.0,0.1026
184.0,0.1026
185.0,0.1026
186.0,0.1026
187.0,0.1025
188.0,0.1025
189.0,0.1025
190.0,0.1025
191.0,0.1024
192.0,0.1024
193.0,0.1024
194.0,0.1024
195.0,0.1025
196.0,0.1025
197.0,0.1025
198.0,0.1024
199.0,0.1024
200.0,0.1023
201.0,0.1023
202.0,0.1022
203.0,0.1022
204.0,0.1021
205.0,0.1021
206.0,0.1021
207.0,0.1021
208.0,0.1021
209.0,0.1021
210.0,0.1021
211.0,0.1021
212.0,0.1021
213.0,0.1021
214.0,0.1022
215.0,0.1021
216.0,0.1021
217.0,0.1021
218.0,0.1020
219.0,0.1020
220.0,0.1019
221.0,0.1019
222.0,0.1018
223.0,0.1018
224.0,0.1018
225.0,0.1018
226.0,0.1018
227.0,0.1018
228.0,0.1017
229.0,0.1017
230.0,0.1017
231.0,0.1017
232.0,0.1017
233.0,0.1017
234.0,0.1017
235.0,0.1017
236.0,0.1016
237.0,0.1016
238.0,0.1016
239.0,0.1016
240.0,0.1016
241.0,0.1015
242.0,0.1015
243.0,0.1015
244.0,0.1015
245.0,0.1015
246.0,0.1015
247.0,0.1015
248.0,0.1015
249.0,0.1015
250.0,0.1015
251.0,0.1015
252.0,0.1014
253.0,0.1014
254.0,0.1014
255.0,0.1014
256.0,0.1014
257.0,0.1014
258.0,0.1013
259.0,0.1013
260.0,0.1013
261.0,0.1013
262.0,0.1013
263.0,0.1013
264.0,0.1013
265.0,0.1012
266.0,0.1012
267.0,0.1012
268.0,0.1012
269.0,0.1011
270.0,0.1011
271.0,0.1011
272.0,0.1010
273.0,0.1010
274.0,0.1010
275.0,0.1010
276.0,0.1009
277.0,0.1009
278.0,0.1009
279.0,0.1009
280.0,0.1009
281.0,0.1010
282.0,0.1009
283.0,0.1009
284.0,0.1009
285.0,0.1009
286.0,0.1009
287.0,0.1010
288.0,0.1010
289.0,0.1010
290.0,0.1011
291.0,0.1010
292.0,0.1010
293.0,0.1009
294.0,0.1009
295.0,0.1009
296.0,0.1007
297.0,0.1006
298.0,0.1006
299.0,0.1006
300.0,0.1006
