"Z26.TMC"
Time/sec,Abs
0.0,0.1147
1.0,0.1148
2.0,0.1152
3.0,0.1154
4.0,0.1157
5.0,0.1160
6.0,0.1165
7.0,0.1167
8.0,0.1171
9.0,0.1174
10.0,0.1177
11.0,0.1181
12.0,0.1183
13.0,0.1186
14.0,0.1188
15.0,0.1190
16.0,0.1189
17.0,0.1191
18.0,0.1193
19.0,0.1196
20.0,0.1199
21.0,0.1201
22.0,0.1201
23.0,0.1201
24.0,0.1202
25.0,0.1203
26.0,0.1205
27.0,0.1207
28.0,0.1210
29.0,0.1211
30.0,0.1212
31.0,0.1210
32.0,0.1207
33.0,0.1201
34.0,0.1192
35.0,0.1182
36.0,0.1170
37.0,0.1158
38.0,0.1145
39.0,0.1132
40.0,0.1118
41.0,0.1104
42.0,0.1090
43.0,0.1076
44.0,0.1064
45.0,0.1053
46.0,0.1044
47.0,0.1037
48.0,0.1030
49.0,0.1025
50.0,0.1019
51.0,0.1015
52.0,0.1012
53.0,0.1010
54.0,0.1008
55.0,0.1007
56.0,0.1005
57.0,0.1004
58.0,0.1004
59.0,0.1003
60.0,0.1002
61.0,0.1001
62.0,0.1001
63.0,0.1001
64.0,0.1001
65.0,0.1001
66.0,0.1002
67.0,0.1002
68.0,0.1002
69.0,0.1002
70.0,0.1003
71.0,0.1003
72.0,0.1003
73.0,0.1003
74.0,0.1004
75.0,0.1004
76.0,0.1004
77.0,0.1004
78.0,0.1005
79.0,0.1006
80.0,0.1006
81.0,0.1006
82.0,0.1007
83.0,0.1007
84.0,0.1007
85.0,0.1007
86.0,0.1007
87.0,0.1007
88.0,0.1007
89.0,0.1007
90.0,0.1007
91.0,0.1006
92.0,0.1005
93.0,0.1005
94.0,0.1004
95.0,0.1003
96.0,0.1003
97.0,0.1002
98.0,0.1001
99.0,0.1000
100.0,0.0999
101.0,0.0998
102.0,0.0997
103.0,0.0996
104.0,0.0995
105.0,0.0994
106.0,0.0993
107.0,0.0993
108.0,0.0992
109.0,0.0992
110.0,0.0991
111.0,0.0991
112.0,0.0991
113.0,0.0990
114.0,0.0990
115.0,0.0990
116.0,0.0990
117.0,0.0990
118.0,0.0990
119.0,0.0991
120.0,0.0990
121.0,0.0989
122.0,0.0988
123.0,0.0988
124.0,0.0987
125.0,0.0987
126.0,0.0986
127.0,0.0985
128.0,0.0984
129.0,0.0983
130.0,0.0982
131.0,0.0981
132.0,0.0979
133.0,0.0978
134.0,0.0976
135.0,0.0975
136.0,0.0973
137.0,0.0971
138.0,0.0969
139.0,0.0967
140.0,0.0965
141.0,0.0963
142.0,0.0960
143.0,0.0957
144.0,0.0955
145.0,0.0952
146.0,0.0950
147.0,0.0948
148.0,0.0946
149.0,0.0944
150.0,0.0942
151.0,0.0940
152.0,0.0939
153.0,0.0937
154.0,0.0936
155.0,0.0934
156.0,0.0933
157.0,0.0932
158.0,0.0931
159.0,0.0930
160.0,0.0930
161.0,0.0929
162.0,0.0928
163.0,0.0928
164.0,0.0927
165.0,0.0927
166.0,0.0926
167.0,0.0926
168.0,0.0926
169.0,0.0926
170.0,0.0925
171.0,0.0925
172.0,0.0924
173.0,0.0924
174.0,0.0924
175.0,0.0924
176.0,0.0925
177.0,0.0925
178.0,0.0925
179.0,0.0925
180.0,0.0924
181.0,0.0924
182.0,0.0923
183.0,0.0923
184.0,0.0923
185.0,0.0923
186.0,0.0923
187.0,0.0922
188.0,0.0922
189.0,0.0922
190.0,0.0922
191.0,0.0921
192.0,0.0922
193.0,0.0922
194.0,0.0923
195.0,0.0923
196.0,0.0923
197.0,0.0923
198.0,0.0923
199.0,0.0922
200.0,0.0921
201.0,0.0921
202.0,0.0921
203.0,0.0921
204.0,0.0920
205.0,0.0920
206.0,0.0919
207.0,0.0919
208.0,0.0918
209.0,0.0918
210.0,0.0917
211.0,0.0917
212.0,0.0916
213.0,0.0915
214.0,0.0914
215.0,0.0913
216.0,0.0913
217.0,0.0912
218.0,0.0911
219.0,0.0910
220.0,0.0909
221.0,0.0908
222.0,0.0907
223.0,0.0906
224.0,0.0905
225.0,0.0904
226.0,0.0903
227.0,0.0902
228.0,0.0901
229.0,0.0901
230.0,0.0900
231.0,0.0898
232.0,0.0897
233.0,0.0896
234.0,0.0895
235.0,0.0894
236.0,0.0893
237.0,0.0891
238.0,0.0890
239.0,0.0889
240.0,0.0888
241.0,0.0887
242.0,0.0886
243.0,0.0885
244.0,0.0885
245.0,0.0884
246.0,0.0883
247.0,0.0883
248.0,0.0883
249.0,0.0882
250.0,0.0882
251.0,0.0882
252.0,0.0882
253.0,0.0881
254.0,0.0881
255.0,0.0881
256.0,0.0881
257.0,0.0880
258.0,0.0880
259.0,0.0880
260.0,0.0880
261.0,0.0880
262.0,0.0880
263.0,0.0880
264.0,0.0879
265.0,0.0879
266.0,0.0879
267.0,0.0878
268.0,0.0878
269.0,0.0877
270.0,0.0877
271.0,0.0876
272.0,0.0876
273.0,0.0875
274.0,0.0874
275.0,0.0874
276.0,0.0874
277.0,0.0873
278.0,0.0872
279.0,0.0871
280.0,0.0871
281.0,0.0870
282.0,0.0869
283.0,0.0868
284.0,0.0867
285.0,0.0866
286.0,0.0865
287.0,0.0864
288.0,0.0863
289.0,0.0862
290.0,0.0861
291.0,0.0861
292.0,0.0860
293.0,0.0859
294.0,0.0859
295.0,0.0857
296.0,0.0856
297.0,0.0856
298.0,0.0855
299.0,0.0854
300.0,0.0853
